key,english,before,after,reason
app.agentDetail.instructions.editorPlaceholder,# Agent instructions,# Agent 指令,# 智能体指令,agent-skill-display
app.agentDetail.keys.description,API keys allow this agent to authenticate calls to the Paperclip server.,API 密钥用于此 Agent 在调用 Paperclip 服务器时进行身份验证。,API 密钥用于此智能体在调用 Paperclip 服务器时进行身份验证。,agent-skill-display
app.issueChat.pausedNotice.import,It arrived paused from an organization import — imported agents stay parked until you resume them.,它在组织导入时即处于暂停状态——导入的 Agent 会保持暂停，直到你恢复它们。,它在组织导入时即处于暂停状态——导入的智能体会保持暂停，直到你恢复它们。,agent-skill-display
app.issueChat.pausedNotice.resume,Resume agent,恢复 Agent,恢复智能体,agent-skill-display
app.issueChat.pausedNotice.body,New runs will not start until the agent is resumed. {{detail}},在恢复该 Agent 之前不会启动新的运行。{{detail}},在恢复该智能体之前不会启动新的运行。{{detail}},agent-skill-display
app.issueChat.author.agent,Agent,Agent,智能体,agent-skill-display
app.issueChat.tool.childAgent,Child agent,子 Agent,子智能体,agent-skill-display
app.issueChat.composer.noAssigneeDescription,"This comment will be posted without an assignee, so no agent will be woken to act on it. Go back to pick a responsible, or send anyway.",这条评论将在没有负责人的情况下发布，因此不会唤醒任何 Agent 来处理。你可以返回选择负责人，或仍然发送。,这条评论将在没有负责人的情况下发布，因此不会唤醒任何智能体来处理。你可以返回选择负责人，或仍然发送。,agent-skill-display
app.connections.emailConnectionAccess.whichAgentsQuestion,Which agents can use this connection?,哪些 Agent 可以使用此连接？,哪些智能体可以使用此连接？,agent-skill-display
app.connections.emailConnectionAccess.whichAgents,Which agents can use this connection,哪些 Agent 可以使用此连接,哪些智能体可以使用此连接,agent-skill-display
app.connections.emailConnectionAccess.justAgentsIPick,Just agents I pick,仅我选择的 Agent,仅我选择的智能体,agent-skill-display
app.connections.emailConnectionAccess.anyAgent,Any agent,任何 Agent,任何智能体,agent-skill-display
app.connections.emailConnectionAccess.removingAgentNote,Removing an assigned agent stops receiving and sending from its inbox.,移除已分配的 Agent 后，将停止通过其收件箱收发邮件。,移除已分配的智能体后，将停止通过其收件箱收发邮件。,agent-skill-display
app.connections.aiConnectionManagement.legacyDescription,This agent keeps its current authentication until you choose and test a managed connection. Confirm the account and who may use it before adopting.,在你选择并测试托管连接之前，此 Agent 会保留当前认证。采用前请确认账号以及可使用它的人员。,在你选择并测试托管连接之前，此智能体会保留当前认证。采用前请确认账号以及可使用它的人员。,agent-skill-display
app.connections.aiConnectionField.adoptDescription,Saving tests this account in {{agent}}’s environment before replacing its existing authentication. Other agents keep their current configuration.,保存时会先在 {{agent}} 的环境中测试此账号，再替换其现有认证。其他 Agent 保持当前配置。,保存时会先在 {{agent}} 的环境中测试此账号，再替换其现有认证。其他智能体保持当前配置。,agent-skill-display
app.connections.model.noLongerAvailable,This connection is no longer available for this agent. Choose another connection.,此 Agent 已无法使用此连接。请选择其他连接。,此智能体已无法使用此连接。请选择其他连接。,agent-skill-display
app.connections.connectionIntentInteractionBody.agentCanUse,This agent can now use the connection.,此 Agent 现在可以使用该连接。,此智能体现在可以使用该连接。,agent-skill-display
app.connections.connectionIntentInteractionBody.selectedUnavailable,"The selected account is no longer available to you. Ask its owner to restore access, or choose an available AI connection in the agent’s settings.",你已无法使用所选账号。请让其所有者恢复访问权限，或在 Agent 设置中选择可用的 AI 连接。,你已无法使用所选账号。请让其所有者恢复访问权限，或在智能体设置中选择可用的 AI 连接。,agent-skill-display
app.connections.connectionIntentInteractionBody.aiDescription,This task can’t run until the agent has a valid AI connection. Connect here and the task will resume automatically.,Agent 拥有有效的 AI 连接之前，此任务无法运行。在此连接后，任务会自动恢复。,智能体拥有有效的 AI 连接之前，此任务无法运行。在此连接后，任务会自动恢复。,agent-skill-display
app.connections.connectionIntentInteractionBody.connectDescription,Connect your identity or reuse an eligible connection. Access is added only for this agent.,连接你的身份或复用符合条件的连接。访问权限仅添加给此 Agent。,连接你的身份或复用符合条件的连接。访问权限仅添加给此智能体。,agent-skill-display
app.connections.providers.arcade.authHelp,"For Arcade Headers, use an API key as the bearer token and add the Arcade-User-ID header for the acting user.",使用 Arcade Headers 时，请将 API key 用作 bearer Token，并为执行操作的用户添加 Arcade-User-ID header。,使用 Arcade Headers 时，请将 API 密钥用作 bearer Token，并为执行操作的用户添加 Arcade-User-ID 请求头。,http-header-display;credential-key-display
app.connections.providers.composio.urlHelp,"Composio Connect is prefilled. For an externally configured session, replace this with its MCP URL and add its supplied headers under Advanced authentication.",已预填 Composio Connect。对于外部配置的会话，请替换为其 MCP URL，并在“高级认证”下添加其提供的 header。,已预填 Composio Connect。对于外部配置的会话，请替换为其 MCP URL，并在“高级认证”下添加其提供的请求头。,http-header-display
app.connections.providers.composio.authHelp,Session URLs and headers come from your external Composio setup. Direct-tools sessions expose individual actions.,会话 URL 和 header 来自你的外部 Composio 设置。Direct-tools 会话会公开单独的操作。,会话 URL 和请求头来自你的外部 Composio 设置。Direct-tools 会话会公开单独的操作。,http-header-display
app.connections.providers.executor.instruction2,Open Integrations and copy the URL under “Connect an agent”.,打开 Integrations，复制“Connect an agent”下的 URL。,打开 Integrations，复制“Connect an 智能体”下的 URL。,agent-skill-display
app.connections.providers.executor.authHelp,"Keep any options in the copied URL. If using an API key, use a user key; workspace and organization keys cannot open an MCP session.",保留复制的 URL 中的所有选项。如使用 API key，请使用用户 key；工作区和组织 key 无法打开 MCP 会话。,保留复制的 URL 中的所有选项。如使用 API 密钥，请使用用户密钥；工作区和组织密钥无法打开 MCP 会话。,credential-key-display
app.connections.remoteMcpManagement.disconnectDescription,Delete this connection’s saved credentials and stop further calls through Paperclip. Other connections are unaffected. Actions already sent to the provider may still complete. Connecting again requires a new sign-in or key.,删除此连接已保存的凭据，并停止通过 Paperclip 发起后续调用。其他连接不受影响。已发送给提供方的操作可能仍会完成。再次连接需要重新登录或提供新的 key。,删除此连接已保存的凭据，并停止通过 Paperclip 发起后续调用。其他连接不受影响。已发送给提供方的操作可能仍会完成。再次连接需要重新登录或提供新的密钥。,credential-key-display
app.connections.remoteMcpConnectionSetup.rejectedBody,"Check or replace the credentials from {{provider}}, then reconnect. Your agent access and tool choices are preserved.",请检查或替换来自 {{provider}} 的凭据，然后重新连接。Agent 访问权限和工具选择均已保留。,请检查或替换来自 {{provider}} 的凭据，然后重新连接。智能体访问权限和工具选择均已保留。,agent-skill-display
app.connections.remoteMcpConnectionSetup.customHeaders,Custom headers,自定义 header,自定义请求头,http-header-display
app.connections.remoteMcpConnectionSetup.additionalHeaders,Additional headers,额外 header,额外请求头,http-header-display
app.connections.remoteMcpConnectionSetup.headers,Headers,Header,请求头,http-header-display
app.connections.remoteMcpConnectionSetup.headerName,Header {{index}} name,Header {{index}} 名称,请求头 {{index}} 的名称,http-header-display;contextual-correction
app.connections.remoteMcpConnectionSetup.headerNamePlaceholder,Header name,Header 名称,请求头名称,http-header-display
app.connections.remoteMcpConnectionSetup.headerValue,Header {{index}} value,Header {{index}} 值,请求头 {{index}} 的值,http-header-display;contextual-correction
app.connections.remoteMcpConnectionSetup.removeHeader,Remove header {{index}},移除 header {{index}},移除请求头 {{index}},http-header-display
app.connections.remoteMcpConnectionSetup.addHeader,Add header,添加 header,添加请求头,http-header-display
app.connections.remoteMcpConnectionSetup.disconnectedBody,Agents cannot use this connection. Reconnect to restore access under the saved permission choices.,Agent 无法使用此连接。重新连接后，将按已保存的权限选择恢复访问。,智能体无法使用此连接。重新连接后，将按已保存的权限选择恢复访问。,agent-skill-display
app.connections.remoteMcpConnectionSetup.agentsWithAccess,{{count}} agents with access,{{count}} 个 Agent 有访问权限,{{count}} 个智能体有访问权限,agent-skill-display
